id,title,category,code,variant,stars,sources,notes,owned,wanted
711,The Misadventures of Tron Bonne,uncertain,SLES-02795,PAL,0,"Redump (paste)","English version kept.",false,false
712,Missile Command,uncertain,SLES-02245,PAL,0,"Redump (paste)","English version kept.",false,false
713,The Mission,uncertain,SLES-03234,PAL,0,"Redump (paste)","English version kept.",false,false
714,Mission: Impossible,uncertain,SLES-01906,PAL,0,"Redump (paste)","English version kept.",false,false
715,Mobil 1 Rally Championship,uncertain,SLES-02574,PAL,0,"Redump (paste)","English version kept.",false,false
716,Mobile Light Force,uncertain,SLES-04087,PAL,0,"Redump (paste)","English version kept.",false,false
717,MoHo,uncertain,SLES-02830,PAL,0,"Redump (paste)","English version kept.",false,false
718,Monaco Grand Prix Racing Simulation 2,uncertain,SLES-01691,PAL,0,"Redump (paste)","English version kept.",false,false
719,Monkey Hero,uncertain,SLES-00979,PAL,0,"Redump (paste)","Value Series noted.",false,false
720,Monopoly,uncertain,SLES-00945,PAL,0,"Redump (paste)","Rev 1 / Platinum noted.",false,false
721,Monster Trucks,uncertain,SLES-00314,PAL,0,"Redump (paste)","English version kept.",false,false
722,MonsterSeed,uncertain,SLES-01540,PAL,0,"Redump (paste)","English version kept.",false,false
723,Monte Carlo Games Compendium,uncertain,SLES-03813,PAL,0,"Redump (paste)","2 discs (SLES-03813 / SLES-13813).",false,false
724,Moorhen 3: Chicken Chase,uncertain,SLES-03846,PAL,0,"Redump (paste)","English version kept.",false,false
725,Mort the Chicken,uncertain,SLES-02712,PAL,0,"Redump (paste)","English version kept.",false,false
726,Mortal Kombat 3,uncertain,SCES-00060,PAL,0,"Redump (paste)","Rental noted.",false,false
727,Mortal Kombat 4,uncertain,SLES-01349,PAL,0,"Redump (paste)","English version kept.",false,false
728,Mortal Kombat Mythologies: Sub-Zero,uncertain,SLES-01020,PAL,0,"Redump (paste)","English version kept.",false,false
729,Mortal Kombat Trilogy,uncertain,SLES-00528,PAL,0,"Redump (paste)","Original kept.",false,false
730,Mortal Kombat: Special Forces,uncertain,SLES-02338,PAL,0,"Redump (paste)","English version kept.",false,false
731,Moses: Prince of Egypt,uncertain,SLES-02954,PAL,0,"Redump (paste)","English version kept.",false,false
732,Moto Racer,confirmed,SLES-00469,PAL,0,"Redump (paste)","Contains Swedish language.",false,false
733,Moto Racer 2,confirmed,SLES-01184,PAL,0,"Redump (paste)","Contains Swedish language.",false,false
734,Moto Racer World Tour,confirmed,SCES-03037,PAL,0,"Redump (paste)","Contains Swedish language.",false,false
735,Motocross Mania,uncertain,SLES-03325,PAL,0,"Redump (paste)","English version kept.",false,false
736,Motocross Mania 2,uncertain,SLES-04098,PAL,0,"Redump (paste)","English version kept.",false,false
737,Motor Mash,uncertain,SLES-00310,PAL,0,"Redump (paste)","English version kept.",false,false
738,Motor Toon Grand Prix 2,uncertain,SCES-00245,PAL,0,"Redump (paste)","EDC/2 Games noted.",false,false
739,Motorhead,uncertain,SLES-00556,PAL,0,"Redump (paste)","Promo/ZOO Classics noted.",false,false
740,Mr. Driller,uncertain,SCES-02771,PAL,0,"Redump (paste)","English version kept.",false,false
741,Ms. Pac-Man Maze Madness,uncertain,SCES-03085,PAL,0,"Redump (paste)","Promo noted.",false,false
742,MTV Celebrity Deathmatch,uncertain,SLES-03967,PAL,0,"Redump (paste)","English version kept.",false,false
743,MTV Sports: Pure Ride,uncertain,SLES-03162,PAL,0,"Redump (paste)","English version kept.",false,false
744,MTV Sports: Skateboarding featuring Andy Macdonald,uncertain,SLES-03133,PAL,0,"Redump (paste)","English version kept.",false,false
745,MTV Sports: Snowboarding,uncertain,SLES-02353,PAL,0,"Redump (paste)","English version kept.",false,false
746,MTV Sports: T.J. Lavin's Ultimate BMX,uncertain,SLES-03430,PAL,0,"Redump (paste)","English version kept.",false,false
747,The Mummy,uncertain,SLES-02973,PAL,0,"Redump (paste)","English version kept.",false,false
748,Muppet Monster Adventure,uncertain,SCES-02403,PAL,0,"Redump (paste)","English version kept.",false,false
749,Muppet RaceMania,uncertain,SCES-02008,PAL,0,"Redump (paste)","English version kept.",false,false
750,Music 2000,uncertain,SLES-02224,PAL,0,"Redump (paste)","Bestsellers noted.",false,false
751,Music: Music Creation for the PlayStation,uncertain,SLES-01356,PAL,0,"Redump (paste)","English version kept.",false,false
752,Myst,uncertain,SLES-00218,PAL,0,"Redump (paste)","Help Charity Compilation noted.",false,false
753,N-Gen Racing,uncertain,SLES-02086,PAL,0,"Redump (paste)","Original. Other language releases removed.",false,false
754,N2O,uncertain,SLES-00809,PAL,0,"Redump (paste)","Original. Other language releases removed.",false,false
755,Nagano Winter Olympics '98,uncertain,SLES-00999,PAL,0,"Redump (paste)","Original.",false,false
756,Namco Museum Vol. 1,uncertain,SCES-00243,PAL,0,"Redump (paste)","Original.",false,false
757,Namco Museum Vol. 2,uncertain,SCES-00267,PAL,0,"Redump (paste)","Original.",false,false
758,Namco Museum Vol. 3,uncertain,SCES-00268,PAL,0,"Redump (paste)","Original.",false,false
759,Namco Museum Vol. 4,uncertain,SCES-00701,PAL,0,"Redump (paste)","Original. Promo excluded.",false,false
760,Namco Museum Vol. 5,uncertain,SCES-00702,PAL,0,"Redump (paste)","Original.",false,false
761,Namco Soccer Prime Goal,uncertain,SCES-00266,PAL,0,"Redump (paste)","Original.",false,false
762,Namco Tennis Smash Court,uncertain,SCES-00263,PAL,0,"Redump (paste)","Original.",false,false
763,NanoTek Warrior,uncertain,SLES-00329,PAL,0,"Redump (paste)","Original.",false,false
764,NASCAR 98,uncertain,SLES-00905,PAL,0,"Redump (paste)","Original. French/German entries removed.",false,false
765,NASCAR 99,uncertain,SLES-01447,PAL,0,"Redump (paste)","Original. French/German entries removed.",false,false
766,NASCAR 2000,uncertain,SLES-02191,PAL,0,"Redump (paste)","Original. EA Classics/Value Series noted.",false,false
767,NBA Basketball 2000,uncertain,SLES-02299,PAL,0,"Redump (paste)","Original. Other language releases removed.",false,false
768,NBA Fastbreak '98,uncertain,SLES-01003,PAL,0,"Redump (paste)","Original.",false,false
769,NBA Hoopz,uncertain,SLES-03362,PAL,0,"Redump (paste)","Original. Other language releases removed.",false,false
770,NBA in the Zone,uncertain,SLES-00171,PAL,0,"Redump (paste)","Original.",false,false
771,NBA in the Zone 2,uncertain,SLES-00560,PAL,0,"Redump (paste)","Original.",false,false
772,NBA in the Zone 2000,uncertain,SLES-02513,PAL,0,"Redump (paste)","Original.",false,false
773,NBA Jam Extreme,uncertain,SLES-00529,PAL,0,"Redump (paste)","Original.",false,false
774,NBA Jam: Tournament Edition,uncertain,SLES-00068,PAL,0,"Redump (paste)","Original.",false,false
775,NBA Live 96,uncertain,SLES-00225,PAL,0,"Redump (paste)","Original.",false,false
776,NBA Live 97,uncertain,SLES-00517,PAL,0,"Redump (paste)","Original. Other language releases removed.",false,false
777,NBA Live 98,uncertain,SLES-00906,PAL,0,"Redump (paste)","Original. French/German entries removed.",false,false
778,NBA Live 99,uncertain,SLES-01446,PAL,0,"Redump (paste)","Original. Other language releases removed.",false,false
779,NBA Live 2000,uncertain,SLES-02358,PAL,0,"Redump (paste)","Original. Other language releases removed.",false,false
780,NBA Live 2001,uncertain,SLES-03128,PAL,0,"Redump (paste)","Original. Other language releases removed.",false,false
781,NBA Live 2002,uncertain,SLES-03718,PAL,0,"Redump (paste)","Original. Other language releases removed.",false,false
782,NBA Live 2003,uncertain,SLES-03982,PAL,0,"Redump (paste)","Original. Other language releases removed.",false,false
783,NBA Pro 98,uncertain,SLES-00882,PAL,0,"Redump (paste)","Original.",false,false
784,NBA Pro 99,uncertain,SLES-01970,PAL,0,"Redump (paste)","Original.",false,false
785,NBA Showtime: NBA on NBC,uncertain,SLES-02336,PAL,0,"Redump (paste)","Original. Midway Classics noted.",false,false
786,Necronomicon: The Dawning of Darkness,uncertain,SLES-03493,PAL,0,"Redump (paste)","Original. 2 discs (SLES-03493 / SLES-13493).",false,false
787,Need for Speed II,confirmed,SLES-00658,PAL,0,"Redump (paste)","Original. Contains Swedish language.",false,false
788,Need for Speed III: Hot Pursuit,confirmed,SLES-01154,PAL,0,"Redump (paste)","Original. Contains Swedish language.",false,false
789,Need for Speed: High Stakes,uncertain,SLES-01876,PAL,0,"Redump (paste)","Original. Australia region in source list.",false,false
790,Need for Speed: Porsche 2000,confirmed,SLES-02689,PAL,0,"Redump (paste)","Original. Contains Swedish language. Platinum/2 Games noted.",false,false
791,Need for Speed: Road Challenge,confirmed,SLES-01788,PAL,0,"Redump (paste)","Original. Contains Swedish language.",false,false
792,NFL Blitz 2000,uncertain,SLES-02335,PAL,0,"Redump (paste)","Original. Midway Classics noted.",false,false
793,NFL GameDay,uncertain,SCES-00219,PAL,0,"Redump (paste)","Original.",false,false
794,NFL Quarterback Club 97,uncertain,SLES-00449,PAL,0,"Redump (paste)","Original.",false,false
795,NFL Xtreme,uncertain,SCES-01490,PAL,0,"Redump (paste)","Original. Promo excluded.",false,false
796,NHL 97,uncertain,SLES-00492,PAL,0,"Redump (paste)","Original. German entry removed.",false,false
797,NHL 98,confirmed,SLES-00907,PAL,0,"Redump (paste)","Original. Contains Finnish/Swedish.",false,false
798,NHL 99,confirmed,SLES-01445,PAL,0,"Redump (paste)","Original. Contains Swedish (and French) in source list.",false,false
799,NHL 2000,confirmed,SLES-02225,PAL,0,"Redump (paste)","Original. Contains Finnish/Swedish.",false,false
800,NHL 2001,confirmed,SLES-03139,PAL,0,"Redump (paste)","Original. Contains Finnish/Swedish.",false,false
801,NHL Blades of Steel 2000,uncertain,SLES-02514,PAL,0,"Redump (paste)","Original.",false,false
802,NHL Breakaway 98,uncertain,SLES-00624,PAL,0,"Redump (paste)","Original.",false,false
803,NHL Championship 2000,confirmed,SLES-02298,PAL,0,"Redump (paste)","Original. Contains Swedish.",false,false
804,NHL Face Off,uncertain,SCES-00220,PAL,0,"Redump (paste)","Original. Rental noted.",false,false
805,NHL Face Off '97,uncertain,SCES-00392,PAL,0,"Redump (paste)","Original.",false,false
806,NHL FaceOff 98,uncertain,SCES-01022,PAL,0,"Redump (paste)","Original.",false,false
807,NHL FaceOff 99,uncertain,SCES-01736,PAL,0,"Redump (paste)","Original.",false,false
808,NHL FaceOff 2000,uncertain,SCES-02451,PAL,0,"Redump (paste)","Original.",false,false
809,NHL Powerplay,uncertain,SLES-00313,PAL,0,"Redump (paste)","Original.",false,false
810,NHL Powerplay 98,uncertain,SLES-00418,PAL,0,"Redump (paste)","Original. Other language releases removed.",false,false
811,NHL Rock the Rink,uncertain,SLES-02794,PAL,0,"Redump (paste)","Original.",false,false
812,Nice Cats,uncertain,SLES-02960,PAL,0,"Redump (paste)","Original. Pocket Price Midas / Value Series noted.",false,false
813,Nick Jr. Dora the Explorer: Barnyard Buddies,uncertain,SLES-04173,PAL,0,"Redump (paste)","Original.",false,false
814,Nickelodeon Rocket Power: Team Rocket Rescue,uncertain,SLES-03702,PAL,0,"Redump (paste)","Original. Other language releases removed.",false,false
815,Rugrats in Paris: The Movie,uncertain,SLES-03342,PAL,0,"Redump (paste)","Original. Other language releases removed.",false,false
816,Rugrats: Search for Reptar,uncertain,SLES-01538,PAL,0,"Redump (paste)","Original. Value Series noted. Demo excluded.",false,false
817,Rugrats: Studio Tour,uncertain,SLES-02525,PAL,0,"Redump (paste)","Original. Other language releases removed.",false,false
818,Rugrats: Totally Angelica,uncertain,SLES-03544,PAL,0,"Redump (paste)","Original.",false,false
819,Nickelodeon SpongeBob SquarePants: SuperSponge,uncertain,SLES-03704,PAL,0,"Redump (paste)","Original.",false,false
820,Nicktoons Racing,uncertain,SLES-03153,PAL,0,"Redump (paste)","Original. Other language releases removed.",false,false
821,Nightmare Creatures,uncertain,SCES-00582,PAL,0,"Redump (paste)","Original. Germany duplicate removed.",false,false
822,Nightmare Creatures II,uncertain,SLES-02751,PAL,0,"Redump (paste)","Original. Other language releases removed.",false,false
823,Ninja: Shadow of Darkness,uncertain,SLES-01554,PAL,0,"Redump (paste)","Original. Demo/Beta excluded. Other language releases removed.",false,false
824,No Fear Downhill Mountain Biking,confirmed,SLES-00849,PAL,0,"Redump (paste)","Original. Contains Swedish. Value Series noted.",false,false
825,No One Can Stop Mr. Domino,uncertain,SLES-01354,PAL,0,"Redump (paste)","Original.",false,false
826,The Note,uncertain,SLES-00749,PAL,0,"Redump (paste)","Original. Other language releases removed.",false,false
827,Novastorm,uncertain,SCES-00011,PAL,0,"Redump (paste)","Original. 2 discs (SCES-00011 / SCES-10011).",false,false
828,Nuclear Strike,uncertain,SLES-00919,PAL,0,"Redump (paste)","Original. French/German entries removed.",false,false
829,O.D.T.,uncertain,SLES-01391,PAL,0,"Redump (paste)","Original. Other language releases removed.",false,false
830,Oddworld: Abe's Exoddus,uncertain,SLES-01480,PAL,0,"Redump (paste)","Original. 2 discs (SLES-01480 / SLES-11480). Platinum noted.",false,false
831,Oddworld: Abe's Oddysee,uncertain,SLES-00664,PAL,0,"Redump (paste)","Original. Platinum/Best of Infogrames/Value Series/Adventure noted. Demo excluded.",false,false
832,Off-World Interceptor Extreme,uncertain,SLES-00047,PAL,0,"Redump (paste)","Original.",false,false
833,Olympic Games: Atlanta 1996,uncertain,SLES-00110,PAL,0,"Redump (paste)","Original. Other language releases removed.",false,false
834,Olympic Soccer,uncertain,SLES-00113,PAL,0,"Redump (paste)","Original. Other language releases removed.",false,false
835,Omega Assault,uncertain,SLES-04051,PAL,0,"Redump (paste)","Original.",false,false
836,Omega Boost,uncertain,SCES-02120,PAL,0,"Redump (paste)","Original. Other language releases removed.",false,false
837,One,uncertain,SLES-00944,PAL,0,"Redump (paste)","Original. Other language releases removed. Demo excluded.",false,false
838,One Piece Mansion,uncertain,SLES-03723,PAL,0,"Redump (paste)","Original.",false,false
839,Onside Complete Soccer,uncertain,SLES-00079,PAL,0,"Redump (paste)","Original. Rev 1 noted.",false,false
840,OverBlood,uncertain,SLES-00768,PAL,0,"Redump (paste)","Original. Other language releases removed.",false,false
841,OverBlood 2,uncertain,SLES-01879,PAL,0,"Redump (paste)","Original. 2 discs (SLES-01879 / SLES-11879). Rev 1 noted. Other language releases removed.",false,false
842,Overboard!,uncertain,SLES-00865,PAL,0,"Redump (paste)","Original. 1998 4 PlayStation Multi Pack noted. (French demo excluded.)",false,false
843,Pac-Man World: 20th Anniversary,uncertain,SCES-00934,PAL,0,"Redump (paste)","Original (English). Other language releases removed. Beta excluded.",false,false
844,Pajama Sam: You Are What You Eat from Your Head to Your Feet,uncertain,SLES-03576,PAL,0,"Redump (paste)","Original (English).",false,false
845,Pandemonium 2,uncertain,SLES-00965,PAL,0,"Redump (paste)","Original (English). Demo excluded.",false,false
846,Pandemonium!,uncertain,SLES-00526,PAL,0,"Redump (paste)","Original (English). Platinum noted. Demo excluded.",false,false
847,Panzer Front,uncertain,SLES-03339,PAL,0,"Redump (paste)","Original (English). Other language releases removed. Review excluded.",false,false
848,Panzer General,uncertain,SLES-00041,PAL,0,"Redump (paste)","Original (English).",false,false
849,Paradise Casino,uncertain,SLES-04048,PAL,0,"Redump (paste)","Original (English).",false,false
850,Parasite Eve II,uncertain,SLES-02558,PAL,0,"Redump (paste)","Original (English). 2 discs (SLES-02558 / SLES-12558). Other language releases removed.",false,false
851,Parodius,uncertain,SLES-00036,PAL,0,"Redump (paste)","Original (English).",false,false
852,Patriotic Pinball,uncertain,SLES-04092,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
853,Pax Corpus,uncertain,SLES-00953,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
854,Peak Performance,uncertain,SLES-00727,PAL,0,"Redump (paste)","Original (English).",false,false
855,Penny Racers,uncertain,SCES-00391,PAL,0,"Redump (paste)","Original (English).",false,false
856,Perfect Assassin,uncertain,SLES-00805,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
857,Perfect Weapon,uncertain,SLES-00581,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
858,Pet in TV,uncertain,SCES-00981,PAL,0,"Redump (paste)","Original (English). Other language releases removed. Preview excluded.",false,false
859,PGA European Tour Golf,uncertain,SLES-02061,PAL,0,"Redump (paste)","Original (English). Best of Infogrames noted. Other language releases removed.",false,false
860,PGA Tour 96,uncertain,SLES-00073,PAL,0,"Redump (paste)","Original (English). Platinum/EA Classics noted.",false,false
861,PGA Tour 97,uncertain,SLES-00437,PAL,0,"Redump (paste)","Original (English).",false,false
862,PGA Tour 98,uncertain,SLES-00908,PAL,0,"Redump (paste)","Original (English).",false,false
863,Phat Air: Extreme Snowboarding,uncertain,SLES-01178,PAL,0,"Redump (paste)","Original (English).",false,false
864,Philosoma,uncertain,SCES-00059,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
865,Pinball Power,uncertain,SLES-02922,PAL,0,"Redump (paste)","Original (English). Pocket Price Midas noted.",false,false
866,Pink Panther: Pinkadelic Pursuit,uncertain,SLES-03932,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
867,Pinobee,uncertain,SLES-04014,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
868,Pipe Mania 3D,uncertain,SLES-03400,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
869,Pitball,uncertain,SLES-00201,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
870,Pitfall 3D: Beyond the Jungle,uncertain,SLES-00481,PAL,0,"Redump (paste)","Original (English). Demo excluded. Other language releases removed.",false,false
871,Planet of the Apes,uncertain,SLES-03844,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
872,Play It,uncertain,SLES-00221,PAL,0,"Redump (paste)","Original (English).",false,false
873,Play with the Teletubbies,uncertain,SLES-02374,PAL,0,"Redump (paste)","Original (English).",false,false
874,Player Manager,uncertain,SLES-00319,PAL,0,"Redump (paste)","Original (Norwegian) kept per priority. Other language releases removed.",false,false
875,Player Manager Ninety Nine,uncertain,SLES-01346,PAL,0,"Redump (paste)","Original (English). (UK duplicate consolidated.)",false,false
876,PO'ed,uncertain,SLES-00168,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
877,Pocket Fighter,uncertain,SLES-01378,PAL,0,"Redump (paste)","Original (English).",false,false
878,Point Blank,uncertain,SCES-00886,PAL,0,"Redump (paste)","Original (English). Rev 1 noted. Promo excluded.",false,false
879,Pong,uncertain,SLES-02020,PAL,0,"Redump (paste)","Original (English). Best of Infogrames noted. Other language releases removed.",false,false
880,Pool Academy,uncertain,SLES-02697,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
881,Pool Hustler,uncertain,SLES-01688,PAL,0,"Redump (paste)","Original (English).",false,false
882,Pool Shark,uncertain,SLES-01537,PAL,0,"Redump (paste)","Original (English). ZOO Classics noted. Alt title: Actua Pool.",false,false
883,Popstar Maker,uncertain,SLES-03657,PAL,0,"Redump (paste)","Original (English).",false,false
884,Populous: The Beginning,uncertain,SLES-01760,PAL,0,"Redump (paste)","Original (English). EA Classics/Value Series noted. Other language releases removed.",false,false
885,Power Diggerz,uncertain,SLES-03388,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
886,Power Move Pro Wrestling,uncertain,SLES-00202,PAL,0,"Redump (paste)","Original (English).",false,false
887,Power Serve,uncertain,SLES-00118,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
888,Power Source,uncertain,SCES-00667,PAL,0,"Redump (paste)","Original (English).",false,false
889,The Powerpuff Girls: Chemical X-Ttraction,uncertain,SLES-03629,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
890,Poy Poy,uncertain,SLES-00785,PAL,0,"Redump (paste)","Original (English).",false,false
891,Poy Poy 2,uncertain,SLES-01536,PAL,0,"Redump (paste)","Original (English).",false,false
892,Premier Manager 2000,uncertain,SLES-02292,PAL,0,"Redump (paste)","Original (English).",false,false
893,Premier Manager 98,uncertain,SLES-00738,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
894,Premier Manager Ninety Nine,uncertain,SLES-01544,PAL,0,"Redump (paste)","Original (English).",false,false
895,Primal Rage,uncertain,SLES-00140,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
896,Prince Naseem Boxing,uncertain,SLES-00017,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
897,Prism Land Story,uncertain,SLES-03284,PAL,0,"Redump (paste)","Original (English). Pocket Price Midas noted. Alt title: Prism Land.",false,false
898,Pro 18: World Tour Golf,uncertain,SLES-01559,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
899,Pro Backgammon,uncertain,SLES-04052,PAL,0,"Redump (paste)","Original (English).",false,false
900,Pro Body Boarding,uncertain,SLES-03327,PAL,0,"Redump (paste)","Original (English). Pocket Price Midas noted.",false,false
901,Pro Evolution Soccer,uncertain,SLES-03795,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
902,Pro Evolution Soccer 2,uncertain,SLES-03946,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
903,Pro Pinball: Big Race USA,uncertain,SLES-01211,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
904,Pro Pinball: Fantastic Journey,uncertain,SLES-02466,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
905,Pro Pinball: The Web,uncertain,SLES-00259,PAL,0,"Redump (paste)","Original (English).",false,false
906,Pro Pinball: Timeshock!,uncertain,SLES-00606,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
907,Pro Racer,uncertain,SLES-03962,PAL,0,"Redump (paste)","Original (English).",false,false
908,Project Overkill,uncertain,SLES-00500,PAL,0,"Redump (paste)","Original (English).",false,false
909,Psybadek,uncertain,SLES-00929,PAL,0,"Redump (paste)","Original (English). Other language releases removed. Demo excluded.",false,false
910,Psychic Detective,uncertain,SLES-00070,PAL,0,"Redump (paste)","Original (English). 3 discs (SLES-00070 / SLES-10070 / SLES-20070).",false,false
911,Psychic Force,uncertain,SLES-00629,PAL,0,"Redump (paste)","Original (English).",false,false
912,Puzznic,uncertain,SLES-03915,PAL,0,"Redump (paste)","Original (English).",false,false
913,Q*bert,uncertain,SLES-02214,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
914,Quake II,uncertain,SLES-01534,PAL,0,"Redump (paste)","Original (English).",false,false
915,R-Types,uncertain,SLES-01355,PAL,0,"Redump (paste)","Original (English).",false,false
916,R/C Stunt Copter,uncertain,SLES-01459,PAL,0,"Redump (paste)","Original (English). Value Series noted. Other language releases removed. Demos excluded.",false,false
917,Radikal Bikers,uncertain,SLES-01943,PAL,0,"Redump (paste)","Original (English). Best of Infogrames noted. Other language releases removed.",false,false
918,Rage Racer,uncertain,SCES-00650,PAL,0,"Redump (paste)","Original (English).",false,false
919,Rageball,uncertain,SLES-03511,PAL,0,"Redump (paste)","Original (English). Pocket Price Midas noted.",false,false
920,Raging Skies,uncertain,SCES-00222,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
921,The Raiden Project,uncertain,SLES-00051,PAL,0,"Redump (paste)","Original (English).",false,false
922,Railroad Tycoon II,uncertain,SLES-02426,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
923,Rally Cross,uncertain,SCES-00408,PAL,0,"Redump (paste)","Original (English). Promo noted.",false,false
924,Rally Cross 2,uncertain,SCES-01631,PAL,0,"Redump (paste)","Original (English).",false,false
925,Rampage 2: Universal Tour,uncertain,SLES-02021,PAL,0,"Redump (paste)","Original (English).",false,false
926,Rampage: Through Time,uncertain,SLES-02849,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
927,Rampage: World Tour,uncertain,SLES-01011,PAL,0,"Redump (paste)","Original (English).",false,false
928,Rapid Racer,uncertain,SCES-00394,PAL,0,"Redump (paste)","Original (English). Rental noted. Other language releases removed.",false,false
929,Rapid Reload,uncertain,SCES-00004,PAL,0,"Redump (paste)","Original (English).",false,false
930,Rascal,uncertain,SLES-00858,PAL,0,"Redump (paste)","Original (English). Demo excluded.",false,false
931,Rascal Racers,uncertain,SLES-04058,PAL,0,"Redump (paste)","Original (English).",false,false
932,Rat Attack,uncertain,SLES-01103,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
933,The Raven Project,uncertain,SLES-00039,PAL,0,"Redump (paste)","Original (English). 2 discs (SLES-00039 / SLES-10039). Duplicate country entries removed.",false,false
934,Ray Tracers,uncertain,SCES-00741,PAL,0,"Redump (paste)","Original (English).",false,false
935,RayCrisis,uncertain,SLES-02882,PAL,0,"Redump (paste)","Original (English).",false,false
936,Rayman,uncertain,SLES-00049,PAL,0,"Redump (paste)","Original (English). Platinum/Reprint/EDC/2 Games noted.",false,false
937,Rayman 2: The Great Escape,uncertain,SLES-02906,PAL,0,"Redump (paste)","Original (English). Platinum/2 Games noted. Demo excluded. Other language-only entries removed.",false,false
938,Rayman Rush,uncertain,SLES-03812,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
939,RayStorm,uncertain,SCES-00742,PAL,0,"Redump (paste)","Original (English).",false,false
940,RC de Go!,uncertain,SLES-03068,PAL,0,"Redump (paste)","Original (English).",false,false
941,RC Revenge,uncertain,SLES-02824,PAL,0,"Redump (paste)","Original (English). Demo excluded. Other language releases removed.",false,false
942,Re-Loaded,uncertain,SLES-00537,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
943,Re-Volt,uncertain,SLES-01973,PAL,0,"Redump (paste)","Original (English). Value Series noted. Other language releases removed.",false,false
944,Ready 2 Rumble Boxing,uncertain,SLES-02333,PAL,0,"Redump (paste)","Original (English). Midway Classics noted. Other language releases removed.",false,false
945,Ready 2 Rumble Boxing: Round 2,uncertain,SLES-02850,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
946,Real Bout Fatal Fury,uncertain,SCES-00561,PAL,0,"Redump (paste)","Original (English). Rental noted.",false,false
947,Reel Fishing,uncertain,SLES-01727,PAL,0,"Redump (paste)","Original (English).",false,false
948,Reel Fishing II,uncertain,SLES-02780,PAL,0,"Redump (paste)","Original (English). German alt removed. Review excluded.",false,false
949,Renegade Racers,uncertain,SLES-02274,PAL,0,"Redump (paste)","Original (English).",false,false
950,Rescue Shot,uncertain,SCES-02569,PAL,0,"Redump (paste)","Original (English). Promo/Review Version noted. Other language releases removed.",false,false
951,Resident Evil,uncertain,SLES-00200,PAL,0,"Redump (paste)","Original (English). Platinum/White Label/Value Series/EDC noted. FR/DE entries removed. Demos excluded.",false,false
952,Resident Evil 2,uncertain,SLES-00972,PAL,0,"Redump (paste)","Original (English). 2 discs (SLES-00972 / SLES-10972). Demo excluded. Other language releases removed.",false,false
953,Resident Evil 3: Nemesis,uncertain,SLES-02529,PAL,0,"Redump (paste)","Original (English). Promo noted. Demo excluded. Other language releases removed.",false,false
954,Resident Evil: Director's Cut,uncertain,SLES-00969,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
955,Resident Evil: Survivor,uncertain,SLES-02732,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
956,Retro Force,uncertain,SLES-01661,PAL,0,"Redump (paste)","Original (English). Other language releases removed.",false,false
957,Return Fire,uncertain,SLES-00177,PAL,0,"Redump (paste)","Original (English). Other languages removed.",false,false
958,Revolution X: Music Is the Weapon,uncertain,SLES-00129,PAL,0,"Redump (paste)","Original (English). Duplicate Germany entry removed.",false,false
959,Rhythm Beat,uncertain,SLES-04146,PAL,0,"Redump (paste)","Original (English).",false,false
960,Ridge Racer,uncertain,SCES-00001,PAL,0,"Redump (paste)","Original (English). Platinum/Value Series noted. Hi-Spec demo excluded.",false,false
961,Ridge Racer Revolution,uncertain,SCES-00242,PAL,0,"Redump (paste)","Original (English). Platinum/EDC noted.",false,false
